19;2;Melyik egy kiemelt hátránya a P2P hálózatoknak az előadás szerint?;alacsony sávszélesség igény;kevésbé robusztusak, mint a szerver-kliens modellek;nagy sávszélesség igény;nem skálázódnak jól;C;Hálózati szolgáltatások
20;2;A multimédia streaming során mikor kezdi meg a kliens a lejátszást az előadás szerint?;csak miután a teljes tartalom megérkezett;még mielőtt a teljes tartalom megérkezne;amikor a szerver engedélyezi;amikor a hálózati forgalom alacsony;B;Hálózati szolgáltatások
21;3;Melyik videómagnó-szerű funkció NEM lehetséges az élő multimédia streaming korlátozott interaktivitása mellett az előadás szerint?;gyors vissza;pillanat állj;gyors előre;pause;C;Hálózati szolgáltatások
22;5;Melyik RFC-t említi meg az előadás az "Everything over IP" koncepcióval kapcsolatban?;RFC 1945;RFC 2068;RFC 959;RFC 3251;D;Hálózati szolgáltatások
23;2;Mi a megengedett maximum késleltetés (delay) a beszédminőség szempontjából csomagkapcsolt hálózatokban az előadás szerint?;néhány ms;150 ms körül;több mint 1 másodperc;nincs megengedett maximum;B;Hálózati szolgáltatások
24;2;Mekkora a megengedett maximum késleltetés-ingadozás (packet delay variance) a beszédminőség szempontjából?;néhány tíz ms;néhány száz ms;150 ms;1 másodperc;A;Hálózati szolgáltatások
25;3;Hogyan viszonyulnak a multimédia alkalmazások az adatvesztéshez?;nem tűrik az adatvesztést;tűrik az adatvesztést;az adatvesztés a TCP protokoll hibája;az adatvesztés kizárólag a hibaellenőrzés hiányából fakad;B;Hálózati szolgáltatások
26;4;Miért nem szabad általában TCP protokollt használni multimédia alkalmazásoknál a késleltetés miatt?;mert a TCP túl sok adatvesztést okoz;mert a TCP nem biztosít megbízható kommunikációt;mert a TCP megbízható kommunikációt biztosít ismétlések árán, ami túl nagy késleltetést okozhat;mert a TCP csak fájlátvitelre alkalmas;C;Hálózati szolgáltatások
27;2;Melyik NEM oka a csomagok késésének a csomópontokban az előadás szerint?;feldolgozási idő;sorbanállási idő;terjedési idő;titkosítási idő;D;Hálózati szolgáltatások
28;3;Mi az adási idő (d_trans) képlete, ahol L a csomaghossz és R a link adatátviteli sebessége?;L * R;L + R;L / R;R / L;C;Hálózati szolgáltatások
29;3;Mi befolyásolja a terjedési időt (d_prop)?;a csomaghossz és a link sebessége;a router terheltsége;a link fizikai hossza és a terjedési sebesség az átviteli közegben;a csomagok érkezési rátája;C;Hálózati szolgáltatások
30;3;A menetoszlop analógia szerint (Slide 28), mi az analógiája a "fizetőkapun való teljes menetoszlop átengedési idejének"?;sorbanállási idő;terjedési idő;adási idő;feldolgozási idő;C;Hálózati szolgáltatások
31;5;A 10 autós menetoszlop analógiája (Slide 29) szerint, miért érkezhet meg a csomag első bitje a második routerhez, mielőtt a teljes csomag áthaladt volna az első routeren?;mert az autók túl gyorsan haladnak;mert a terjedési idő független az adási időtől, és a bitek már úton vannak, mielőtt az egész csomagot továbbították volna;mert az 1. kapu túl gyorsan kiszolgálja az autókat;ez csak akkor lehetséges, ha a hálózati forgalom intenzitása 0;B;Hálózati szolgáltatások
32;4;A csomóponti késleltetés (d_nodal) melyik összetevőjének nagysága függ leginkább a hálózati forgalom intenzitásától?;feldolgozási idő (d_proc);sorbanállási idő (d_queue);adási idő (d_trans);terjedési idő (d_prop);B;Hálózati szolgáltatások
33;4;Mi történik az átlagos késleltetéssel, ha a forgalom intenzitása (La/R) nagyobb, mint 1 az előadás szerint?;nagyon alacsony lesz;végtelen lesz;csak a terjedési időtől függ;csak a feldolgozási időtől függ;B;Hálózati szolgáltatások
34;2;Melyik a csomagvesztés egyik fő oka az előadás szerint?;a routerek túl gyorsan továbbítják a csomagokat;a sor (tár, puffer) kapacitása véges, és tele van, amikor új csomag érkezik;a hálózati eszközök mindig tökéletesen működnek;a felhasználók túl kevés adatot küldenek;B;Hálózati szolgáltatások
35;3;Miért van szükség szolgáltatásminőséget (QoS) biztosító módszerekre és protokollokra a Hálózati szolgáltatásokban?;mert az alapvető protokollok túlságosan lassúak;hogy a csomagok eltérülhessenek;hogy egyeztessék az alkalmazások igényeit és a hálózat problémáit;hogy növeljék az adatvesztést;C;Hálózati szolgáltatások
36;4;Melyik NEM tartozik a szolgáltatásminőség (QoS) biztosítására szolgáló ötletek közé az előadás szerint?;erőforrások (csomóponti képességek, link-kapacitások) foglalása;csomagok megjelölése különböző prioritásokkal;az összes hálózati forgalom titkosítása;a beszédcsomagok prioritásának növelése;C;Hálózati szolgáltatások
37;3;Miért robusztusabb a P2P hálózat, mint egy szerver-kliens alapú rendszer?;mert kevesebb sávszélességet igényel;mert mindenki lehet szerver és kliens is, így egyetlen pont meghibásodása kevésbé befolyásolja a rendszert;mert csak egy központi szerverre támaszkodik;mert csak kis fájlokat képes kezelni;B;Hálózati szolgáltatások
38;2;Mire használható a Traceroute eszköz az előadás szerint?;hálózati sebesség tesztelésére;a csomagok útvonalának és késleltetéseinek megfigyelésére az Interneten;rosszindulatú forgalom blokkolására;hálózati topológiák megjelenítésére;B;Hálózati szolgáltatások
39;3;Melyik technológia használható a P2P hálózatok nagy sávszélesség-igényének enyhítésére?;TCP protokoll;P2P caching;SMTP;teljesen elosztott architektúra;B;Hálózati szolgáltatások
40;2;A hálózati összeköthetőségen felül, mi a "jó linkek" egyik fontos fizikai paraméterrel kapcsolatos követelménye?;magas hőmérséklettűrés;alacsony késleltetés és hibaarány;hosszú fizikai távolság;nagy áramfogyasztás;B;Hálózati szolgáltatások
1;1;Mi a protokoll definíciója a kommunikációs hálózatokban?;Egyetlen szabályrendszer, amely csak a hardverek közötti kommunikációt írja le.;A hálózati forgalom titkosítására szolgáló algoritmus.;Két vagy több kommunikáló egység közötti üzenetcsere formátumait és sorrendjét, valamint a kapcsolódó tevékenységeket meghatározó szabályrendszer.;A felhasználói interfész felépítésére szolgáló módszer.;C;Protokollarchitectúrák
2;2;Melyik komponens tartozik a protokoll viselkedés (behavior) leírásához?;Az adategységek formai leírása.;Az adatelemek értelmezése.;Mit kell tenni valamely üzenet vételekor vagy küldésekor.;A protokoll által használt portszám.;C;Protokollarchitectúrák
3;3;Mi az egyik fő előnye a rétegezett protokollarchitektúráknak?;Minden feladatot egyetlen, nagy protokollban kell megvalósítani.;A rétegek közötti információátadás mindig tökéletes.;A nagyon összetett feladatok kezelhető részekre bonthatók, és az egyes részek megvalósítása független.;A feladatok duplikálása segíti a hatékonyságot.;C;Protokollarchitectúrák
4;4;Mi az egyik hátránya a rétegezett protokollarchitektúráknak az előadás szerint?;Az egyes rétegek megvalósítása nem módosítható könnyen.;A feljebb lévő rétegek nem tudnak közös kiszolgálást nyújtani a lejjebb lévő résznek.;Elkerülhetetlen a feladatok duplikálása, ami a hatékonyság rovására megy (pl. hibavédelem több rétegben).;A rétegek nem nyújtanak önálló szolgáltatást.;C;Protokollarchitectúrák
5;2;Mit jelent a SAP (Service Access Point) a réteg elv kapcsán?;Egy fizikai csatlakozási pontot a hálózaton.;Egy szoftveres interfészt a szolgáltatás eléréséhez a rétegek között.;A protokoll-adategységek borítékolását.;A hálózati forgalom áramlását.;B;Protokollarchitectúrák
6;1;Melyik a legalsó réteg az OSI referenciamodellben?;Adatkapcsolati réteg;Fizikai réteg;Hálózati réteg;Szállítási réteg;B;Protokollarchitectúrák
7;1;Melyik réteg felelős a bitek és bitcsoportok továbbításáért a fizikai csatornán?;Hálózati réteg;Fizikai réteg;Adatkapcsolati réteg;Szállítási réteg;B;Protokollarchitectúrák
8;2;Mi a PDU (Protocol Data Unit) általános felépítése?;Csak adat (payload) és farok (trailer).;Csak fej (header) és adat (payload).;Fej (header), adat (payload), és opcionálisan farok (trailer).;Csak sorszám és cím.;C;Protokollarchitectúrák
9;2;Mit nevezünk "encapsulation"-nak (beágyazásnak) a protokollarchitektúrákban?;A felesleges adatok eltávolítását a csomagból.;A magasabb rétegből érkező adatokhoz a saját réteg fejlécének és farokrészének hozzáadását.;A hibás csomagok újraküldését.;A fizikai kapcsolat felépítését.;B;Protokollarchitectúrák
10;3;Melyik OSI réteg protokoll-adategységét nevezzük "keretnek" (frame)?;1. réteg (Fizikai);2. réteg (Adatkapcsolati);3. réteg (Hálózati);4. réteg (Szállítási);B;Protokollarchitectúrák
11;3;Melyik OSI réteg protokoll-adategységét nevezzük "szegmensnek" (segment)?;2. réteg (Adatkapcsolati);3. réteg (Hálózati);4. réteg (Szállítási);7. réteg (Alkalmazási);C;Protokollarchitectúrák
12;2;Mi az egyik fő feladata az Adatkapcsolati rétegnek?;A logikai címek kezelése.;A bitsorozatok "keretezése" (csomagok összeállítása).;Az útvonalkeresés a hálózaton belül.;A végpontok közötti megbízható kommunikáció biztosítása.;B;Protokollarchitectúrák
13;1;Melyik hálózati eszköz működik tipikusan az Adatkapcsolati rétegben?;Router;Modem;Switch;Szerver;C;Protokollarchitectúrák
14;2;Mi a Hálózati réteg egyik kulcsfontosságú funkciója?;Fizikai címek kezelése (MAC címek).;Egyedi linkek logikai összefűzése végpontok közötti csatornává.;Adattömörítés és titkosítás.;Kapcsolat irányának kezelése (duplexitás).;B;Protokollarchitectúrák
15;1;Melyik hálózati eszköz működik tipikusan a Hálózati rétegben?;Switch;Repeater;Router;Bridge;C;Protokollarchitectúrák
16;3;Mi a fő különbség az Adatkapcsolati és a Hálózati réteg címzése között?;Az Adatkapcsolati réteg logikai címeket használ, a Hálózati réteg fizikai címeket.;Az Adatkapcsolati réteg a gyártó által fixen rögzített fizikai címeket (MAC) használja, míg a Hálózati réteg a hálózattervező által meghatározott logikai címeket.;Mindkét réteg logikai címeket használ.;Mindkét réteg fizikai címeket használ.;B;Protokollarchitectúrák
17;4;Melyik állítás igaz az Adatkapcsolati és Hálózati rétegek közötti különbségre?;Az Adatkapcsolati réteg több hálózaton át teremt kapcsolatot, a Hálózati réteg egy hálózaton belül.;Az Adatkapcsolati réteg egy hálózaton belül teremt kapcsolatot, a Hálózati réteg több hálózaton át.;Mindkét réteg csak egy hálózaton belül teremt kapcsolatot.;Mindkét réteg több hálózaton át teremt kapcsolatot.;B;Protokollarchitectúrák
18;2;Mi a Szállítási réteg fő feladata az OSI modell szerint?;Csak a nyers csomagtovábbítás biztosítása.;Végpont-végpont kommunikáció (megbízhatóan).;A felhasználói felület kezelése.;A fizikai jelátvitel szabályozása.;B;Protokollarchitectúrák
19;3;Melyik NEM része a Szállítási réteg hibamentes összeköttetés létrehozásának?;Hibás csomagok ismétlése.;Duplikált csomagok eldobása.;A fizikai kapcsolatok felépítése és lebontása.;Csomagsorrend helyreállítása.;C;Protokollarchitectúrák
20;3;A Viszonyréteg (Session layer) feladatai közé tartozik a kapcsolat irányának kezelése. Mit jelent ez?;A fizikai címek kiosztását.;A duplexitás kezelését (pl. full-duplex, half-duplex).;A csomagok útvonalának meghatározását.;A hálózati forgalom tömörítését.;B;Protokollarchitectúrák
21;2;Melyik OSI réteg feladata az adatok ábrázolása, adattömörítés és adattitkosítás?;Alkalmazási réteg;Megjelenítési réteg;Viszonyréteg;Hálózati réteg;B;Protokollarchitectúrák
22;1;Melyik rétegben futnak a végpontokon az alkalmazási programok?;Szállítási réteg;Alkalmazási réteg;Hálózati réteg;Fizikai réteg;B;Protokollarchitectúrák
23;2;Melyik protokoll NEM példa az Alkalmazási réteg implementációjára az előadás szerint?;HTTP;FTP;SMTP;IP;D;Protokollarchitectúrák
24;3;Miért hasznos az OSI referenciamodell ma is, annak ellenére, hogy architektúraként nem valósult meg teljesen?;Mert a legtöbb ma használt protokoll szigorúan követi az OSI szabványokat.;Mert a hálózati eszközök csak OSI protokollokkal működnek.;Referenciamodellként szolgál a különböző létező architektúrák megértéséhez és bemutatásához.;Mert ez az egyetlen modell, amely titkosítja a kommunikációt.;C;Protokollarchitectúrák
25;2;A TCP/IP modell melyik rétege felel meg az OSI modell Alkalmazási, Megjelenítési és Viszonyrétegének?;Transzport réteg;Alkalmazási réteg;Internet réteg;Interfész réteg;B;Protokollarchitectúrák
26;3;Melyik TCP/IP réteg feladata a processz-processz kommunikáció, hibaellenőrzés, forgalomszabályozás és portkezelés?;Internet réteg;Alkalmazási réteg;Transzport réteg;Interfész réteg;C;Protokollarchitectúrák
27;2;Melyik TCP/IP réteg felel a független hálózatok összekötéséért, beleértve a címzést és routingot?;Interfész réteg;Internet réteg;Transzport réteg;Alkalmazási réteg;B;Protokollarchitectúrák
28;3;Mi a TCP/IP Interfész rétegének fő funkciója?;A felhasználóhoz való interfész biztosítása.;Független hálózatok összekötése.;Kommunikáció egy hálózati szegmensen belül (pl. Ethernet).;Processz-processz kommunikáció biztosítása.;C;Protokollarchitectúrák
29;4;Melyik állítás igaz a TCP/IP protokollarchitektúrára az RFC 3439 "Layering is harmful!" c. megállapítása alapján?;Szigorúan rétegezett modellt követ, ahol minden rétegnek meg kell felelnie a szabványoknak.;A protokolloknak szigorúan meg kell felelniük a rétegeknek, hogy elfogadottak legyenek.;Az IETF által koordinált architektúra, amely a "rough consensus and running code" elvén alapul, és nem ragaszkodik szigorúan a rétegezéshez.;Ez az egyetlen modell, amely megakadályozza az adatvesztést.;C;Protokollarchitectúrák
30;2;Melyik protokoll tartozik a TCP/IP Transzport rétegéhez?;IP;TCP;HTTP;Ethernet;B;Protokollarchitectúrák
31;1;Melyik protokoll tartozik a TCP/IP Internet rétegéhez?;IP;TCP;FTP;SMTP;A;Protokollarchitectúrák
32;3;Milyen típusú kommunikációt ír le a "Syntax" egy protokoll leírásában?;A protokoll működési sorrendjét.;Az adatelemek értelmezését.;A protokoll üzeneteinek formai leírását.;A hálózati eszközök fizikai jellemzőit.;C;Protokollarchitectúrák
33;4;Melyik OSI réteg a "Network layer" az előadás szerint?;Fizikai réteg;Adatkapcsolati réteg;Szállítási réteg;Hálózati réteg;D;Protokollarchitectúrák
34;3;Mi az egyik kulcsfontosságú információ, amely a PDU fejrészében (header) található?;A csomag tartalmának titkosított változata.;Az eredeti fájl mérete.;Címek, sorszámok, hibavédelem.;A kliens operációs rendszere.;C;Protokollarchitectúrák
35;5;Miért nem kell minden rétegre szükség minden csomópontban a hálózati kommunikációban?;Mert a fizikai réteg minden funkciót ellát.;Mert a hálózati csomópontok csak az alkalmazási rétegben működnek.;Mert a routerek például csak a hálózati rétegig dolgozzák fel a csomagokat, míg a végpontokig magasabb rétegek is szükségesek.;Mert a Virtuális kapcsolatok teljesen helyettesítik a Fizikai kapcsolatokat.;C;Protokollarchitectúrák
36;2;Milyen típusú címeket kezel az Adatkapcsolati réteg?;Logikai címeket;Fizikai (MAC) címeket;IP címeket;Portszámokat;B;Protokollarchitectúrák
37;3;Mi a szerepe a "vonali kódolásnak" a Fizikai rétegben?;A moduláció elvégzése.;A vivő viszi át az információt.;A szimbólumok reprezentációjának meghatározása.;A hálózati forgalom szabályozása.;C;Protokollarchitectúrák
38;4;Melyik állítás jellemzi a Tanenbaum/Kurose-Ross féle kombinált referenciamodellt?;Ez egy 7 rétegű modell, mely az OSI-ra épül.;Ez egy 5 rétegű modell, ahol a felső három TCP/IP-nek, az alsó kettő OSI-nak felel meg.;Ez egy 4 rétegű modell, mely kizárólag a TCP/IP-re épül.;Ez egy 5 rétegű modell, ahol a felső kettő TCP/IP-nek, az alsó három OSI-nak felel meg.;B;Protokollarchitectúrák
39;2;Melyik OSI réteghez tartozik a "Session layer" (Viszonyréteg)?;Alkalmazási réteg;Viszonyréteg;Szállítási réteg;Megjelenítési réteg;B;Protokollarchitectúrák
40;3;Melyik PDU elnevezést használják leggyakrabban az OSI modell rétegeitől függetlenül az egyszerűség kedvéért?;Keret (frame);Szegmens (segment);Csomag (packet);Üzenet (message);C;Protokollarchitectúrák
1;1;Melyik réteg felel a bitek fizikai átviteléért a TCP/IP modellben?;Alkalmazási réteg;Internet réteg;Interfész réteg;Transzport réteg;C;Fizikai réteg 1
2;2;Mi a különbség az analóg és a digitális jel között az előadás szerint?;Az analóg jel csak villamos, a digitális csak fény alapú.;Az analóg jel véges, a digitális végtelen sok lehetséges értékkel rendelkezik.;Az analóg jel folytonos, végtelen sok lehetséges értékkel, míg a digitális jel véges számú lehetséges értékkel rendelkezik.;Az analóg jel mindig négyszögjel, a digitális mindig szinuszjel.;C;Fizikai réteg 1
3;2;Mi az analóg jel egyik jellemzője, még akkor is, ha korlátos?;Mindig csak két értéke van.;Folytonos, végtelen sok lehetséges értékkel rendelkezik.;Csak bináris formában ábrázolható.;Nem lehet feszültséggel mérni.;B;Fizikai réteg 1
4;1;Mi a bináris jel definíciója?;Végtelen sok lehetséges értékkel rendelkező jel.;Véges számú lehetséges értékkel rendelkező jel.;Két lehetséges értékkel rendelkező jel (pl. 0 vagy 1).;A fizikai közegen terjedő jel.;C;Fizikai réteg 1
5;3;Mikor válik egy fizikai közegen megjelenő jel digitálissá az előadás szerint?;Ha négyszögjel alakú.;Ha csak két diszkrét értéket vesz fel.;Ha diszkrét állapotokat tulajdonítunk neki, és annak megfelelően értelmezzük.;Ha fénysebességgel terjed.;C;Fizikai réteg 1
6;3;Melyik modulációs technika transzformál digitális információt frekvencia változásokká?;ASK (Amplitude Shift Keying);PSK (Phase Shift Keying);FSK (Frequency Shift Keying);AM (Amplitude Modulation);C;Fizikai réteg 1
7;2;Melyik faktor NEM befolyásolja az elektronikus információátvitel távolságát az előadás szerint?;Az elektromos ellenállás;A hibaarány (zaj);A csillapítás;A jel terjedési sebessége;D;Fizikai réteg 1
8;2;Mennyi a jelterjedés sebessége egy vezetékes átviteli közegben a fénysebességhez viszonyítva?;Megegyezik a fénysebességgel.;Kb. a fénysebesség 1/3-a.;Kb. a fénysebesség 2/3-a (~200.000 km/s).;Változó, a kábel típusától függ.;C;Fizikai réteg 1
9;1;Mi a frekvencia (f) definíciója?;A jel amplitúdója.;A jel periódusideje.;1 másodperc alatti periódusok száma.;A jel hullámhossza.;C;Fizikai réteg 1
10;2;Mi a frekvencia mértékegysége?;Volt (V);Amper (A);Hertz (Hz);Mégaohm (MΩ);C;Fizikai réteg 1
11;3;Hogyan befolyásolja a frekvencia egy zenei hang magasságát?;Minél alacsonyabb a frekvencia, annál magasabb a hang.;Nincs összefüggés a frekvencia és a hangmagasság között.;Minél magasabb a frekvencia, annál magasabb a hang.;A frekvencia csak a hang erejét befolyásolja.;C;Fizikai réteg 1
12;3;Mit jelent a sávszélesség (bandwidth) az átviteli karakterisztika összefüggésében?;A közeg maximális átviteli sebessége.;A közegben átvihető legmagasabb frekvencia.;A legnagyobb átvitt frekvencia és a legkisebb átvitt frekvencia közötti különbség.;A jel zajszintje.;C;Fizikai réteg 1
13;4;Melyik tétel írja le a csatorna kapacitását (C) a sávszélesség (B) és a jel/zaj viszony (S/N) alapján?;Ohm-törvény;Moore-törvény;Shannon-Hartley tétel;Nyquist-tétel;C;Fizikai réteg 1
14;2;Mi a sodort érpár (twisted pair) fő felhasználási területe az előadás szerint?;Optikai hálózatok gerinchálózata.;Telefonközpontok és előfizetők közötti összeköttetés, valamint épületen belüli helyi hálózatok (LAN).;Koaxiális kábelek helyettesítése TV adás továbbítására.;Nagy távolságú tenger alatti kábelek.;B;Fizikai réteg 1
15;1;Milyen elnevezéssel utalunk az árnyékolatlan sodort érpárra?;STP;UTP;FTP;FOT;B;Fizikai réteg 1
16;2;Melyik Ethernet szabványhoz tartozik a Cat5 kábelkategória, és milyen tipikus maximális távolságra?;10 Mb/s Ethernet, 100 méter;100 Mb/s Ethernet, 100 méter;1 Gb/s Ethernet, 100 méter;10 Gb/s Ethernet, 100 méter;B;Fizikai réteg 1
17;2;Milyen adatátviteli sebességet képes támogatni a Cat6 és Cat6a sodort érpár kábelkategória 100 méteres távolságon?;100 Mb/s;1 Gb/s;10 Gb/s;100 Gb/s;C;Fizikai réteg 1
18;3;Mi az egyik fő előnye a sodort érpár kábeleknek az Ethernet hálózatokban a koaxiális kábelekhez képest?;Sokkal nagyobb távolságra képesek nagy sebességet biztosítani.;Nehezebben kezelhetők és drágábbak.;Olcsóbbak, egyszerűbbek és széles körben elterjedtek.;Nem zavarja őket az elektromágneses sugárzás.;C;Fizikai réteg 1
19;1;Melyik típusú kábel jellemzője a központi vezető, dielektrikum, fólia- és fonott árnyékolás, valamint külső köpeny?;Sodort érpár;Optikai szál;Koaxiális kábel;USB kábel;C;Fizikai réteg 1
20;2;Milyen tipikus sávszélességet képes átvinni egy koaxiális kábel, és milyen távolságra?;1 MHz, 5-7 km;500 MHz - 1 GHz, akár 10 km;100 Mb/s, 100 méter;Több tíz THz, több 10 km;B;Fizikai réteg 1
21;3;Melyik alkalmazási területen volt korábban elterjedt a koaxiális kábel, de ma már ritkábban használják ott?;KábelTV internet;TV antenna;Telefonközpontok közötti átvitel;Helyi hálózatok (LAN);C;Fizikai réteg 1
22;1;Mi az optikai szálak alapvető működési elve?;Elektromos jeleket továbbítanak rézvezetőn keresztül.;Fényt továbbítanak a szálon belül, elektromos jel helyett.;Hanghullámokat továbbítanak a levegőben.;Rádiófrekvenciás jeleket sugároznak.;B;Fizikai réteg 1
23;2;Mi biztosítja, hogy a fény a szálon belül maradjon az optikai szálban?;A szálon belüli vákuum.;A külső-belső törésmutatók különbsége.;A feszültség szintek különbsége.;A szál vastagsága.;B;Fizikai réteg 1
24;1;Milyen fényforrásokat használnak tipikusan az optikai szálakban?;Izzólámpa vagy LED;LED vagy lézer;Halogén lámpa vagy lézer;Xenon lámpa vagy LED;B;Fizikai réteg 1
25;2;Mi az optikai szálak egyik legjelentősebb előnye a hagyományos rézvezetékekkel szemben?;Sokkal olcsóbb az installációja.;Hatalmas sávszélesség és alacsony csillapítás, ami nagy adatátviteli sebességet és távolságot tesz lehetővé erősítő nélkül.;Könnyebben javítható sérülés esetén.;Zavartalanul fogja az elektromágneses sugárzást.;B;Fizikai réteg 1
26;3;Mekkora sávszélességet képesek az optikai szálak átvinni az előadás szerint?;Néhány MHz.;Néhány száz Mb/s.;Több tíz THz (terahertz).;Néhány GHz.;C;Fizikai réteg 1
27;4;Melyik állítás igaz az optikai szálak csillapítására?;Magas csillapításúak, gyakori erősítőkre van szükség.;Csak néhány méterre képesek jelet továbbítani erősítő nélkül.;A csillapítás függ a külső elektromágneses zavaroktól.;Kis csillapításúak, több 10 km-es távolság is áthidalható erősítő nélkül.;D;Fizikai réteg 1
28;2;Melyik tényező miatt nehezebb lehallgatni az optikai szálakon keresztüli kommunikációt?;Magas sávszélességük miatt.;Nem keltenek és nem zavarja őket az elektromágneses sugárzás.;Könnyebben hozzáférhetőek.;A fényjelek titkosítása miatt.;B;Fizikai réteg 1
29;5;A Shannon-Hartley tétel képletében (C = B log2(1 + S/N)) mit jelent az "S/N" kifejezés?;Sávszélesség per zajszint;Jel telítettségi szintje;Jel/zaj viszony (teljesítmények aránya);Számítógép/hálózat teljesítménye;C;Fizikai réteg 1
30;3;Mi az UTP kábelkategóriák visszafelé kompatibilitásának jelentősége?;Csak egyféle kábeltípus használható a hálózaton.;A régebbi kategóriájú eszközök nem működnek az újabb kábelekkel.;Újabb kategóriájú kábelek használhatók régebbi hálózati eszközökkel, bár az adatsebesség a leglassabb komponenshez igazodik.;Az újabb kategóriájú eszközök is csak a leglassabb sebességgel működnek.;C;Fizikai réteg 1
31;2;Melyik OSI réteget veszik sorra "lentről felfelé" a tárgy keretében?;Alkalmazási réteg;Fizikai réteg;Hálózati réteg;Szállítási réteg;B;Fizikai réteg 1
32;3;Milyen fizikai réteghez közelebbi funkciót lát el a vonali kódolás?;A vivőjel modulációját.;A hibaellenőrzést.;A szimbólumok reprezentációját.;A forgalomszabályozást.;C;Fizikai réteg 1
33;4;Melyik fogalom írja le, hogy egy jel akkor is analóg, ha korlátos (pl. -3V és +3V között)?;"Digitális küszöb";"Bináris intervallum";"Diszkrét tartomány";"Folytonos érték";D;Fizikai réteg 1
